displacement_tonnes,engine_power_kw,hull_coefficient,speed_knots,wave_height_m,wind_speed_kn,current_speed_kn,ship_type,fuel_type,load_condition,fuel_rate_tpd
30.0,2801.0,0.485,26.45,0.68,18.8,-2.38,Interceptor,MGO,Laden,7.855
2072.0,10428.0,0.653,16.75,0.45,4.4,1.78,Offshore_Patrol,MGO,Laden,23.457
2232.0,11170.0,0.602,18.51,2.03,12.6,-0.73,Offshore_Patrol,MGO,Ballast,44.903
501.0,4929.0,0.489,8.29,1.62,16.7,-1.74,Fast_Patrol,MGO,Ballast,3.204
2402.0,13078.0,0.579,20.22,1.27,11.5,0.38,Offshore_Patrol,HFO,Ballast,50.309
62.0,2435.0,0.464,23.74,1.54,14.9,0.25,Interceptor,MGO,Laden,6.276
81.0,2152.0,0.446,26.82,0.7,11.0,0.75,Interceptor,MGO,Ballast,9.136
508.0,6188.0,0.518,22.84,0.24,0.0,0.91,Fast_Patrol,MGO,Laden,22.529
47.0,1737.0,0.413,9.3,2.77,10.7,-0.12,Interceptor,MGO,Ballast,0.567
690.0,4900.0,0.444,9.46,2.66,24.5,2.12,Fast_Patrol,MGO,Ballast,2.326
58.0,2041.0,0.38,16.54,0.49,0.8,1.68,Interceptor,MGO,Laden,1.083
433.0,4987.0,0.523,19.86,1.48,11.3,0.55,Fast_Patrol,MGO,Laden,14.028
610.0,6656.0,0.547,18.37,2.56,19.5,0.44,Fast_Patrol,VLSFO,Ballast,15.481
1187.0,9825.0,0.612,15.71,2.33,18.6,1.43,Offshore_Patrol,MGO,Ballast,13.564
54.0,3613.0,0.427,29.42,0.89,14.2,0.07,Interceptor,MGO,Ballast,8.471
2349.0,9210.0,0.561,16.57,1.88,19.6,-1.46,Offshore_Patrol,VLSFO,Laden,44.938
664.0,6741.0,0.559,14.78,0.61,9.9,-0.11,Fast_Patrol,MGO,Laden,9.077
50.0,2408.0,0.464,32.5,2.97,25.6,-0.39,Interceptor,MGO,Ballast,13.847
690.0,5648.0,0.514,19.85,1.4,8.2,0.18,Fast_Patrol,MGO,Ballast,17.836
811.0,4024.0,0.428,24.47,1.93,12.9,-1.4,Fast_Patrol,MGO,Laden,43.225
64.0,3321.0,0.436,20.39,2.18,36.1,-1.24,Interceptor,MGO,Ballast,5.444
473.0,7405.0,0.526,7.76,1.41,14.2,1.4,Fast_Patrol,MGO,Laden,1.654
41.0,3574.0,0.38,8.66,2.18,22.5,0.11,Interceptor,MGO,Ballast,0.438
446.0,5462.0,0.539,20.56,3.04,17.5,-0.31,Fast_Patrol,MGO,Ballast,18.987
648.0,8475.0,0.472,14.43,0.69,12.8,-0.49,Fast_Patrol,MGO,Laden,8.805
663.0,5841.0,0.497,20.5,3.53,24.9,-0.16,Fast_Patrol,MGO,Laden,27.676
2571.0,10623.0,0.612,20.67,1.1,9.0,0.23,Offshore_Patrol,MGO,Ballast,64.944
58.0,3010.0,0.424,34.36,2.27,27.4,-1.95,Interceptor,MGO,Ballast,18.481
1043.0,7366.0,0.604,15.93,1.38,21.0,-0.45,Offshore_Patrol,VLSFO,Laden,20.697
1998.0,10157.0,0.602,15.76,2.01,16.9,0.27,Offshore_Patrol,VLSFO,Laden,28.355
2303.0,10870.0,0.614,10.66,3.35,26.3,-0.15,Offshore_Patrol,HFO,Laden,12.74
1435.0,10844.0,0.641,21.76,1.63,12.9,-2.06,Offshore_Patrol,VLSFO,Laden,66.912
68.0,2821.0,0.38,16.85,2.16,12.3,0.06,Interceptor,MGO,Laden,2.038
455.0,6163.0,0.519,25.13,4.02,29.6,-0.01,Fast_Patrol,MGO,Laden,34.197
57.0,3080.0,0.452,14.57,1.13,13.1,-0.8,Interceptor,MGO,Ballast,1.562
1800.0,12001.0,0.578,13.84,0.81,15.1,-1.08,Offshore_Patrol,MGO,Laden,21.181
608.0,5482.0,0.571,20.02,3.18,27.1,0.27,Fast_Patrol,MGO,Ballast,21.355
45.0,2750.0,0.392,8.6,1.44,8.7,0.17,Interceptor,MGO,Laden,0.423
2224.0,7923.0,0.658,16.05,1.29,2.5,0.59,Offshore_Patrol,MGO,Ballast,24.642
75.0,3722.0,0.38,5.38,3.56,24.8,2.53,Interceptor,MGO,Ballast,0.375
877.0,6292.0,0.49,8.68,0.9,4.0,0.73,Fast_Patrol,MGO,Ballast,3.079
563.0,10172.0,0.536,14.57,2.29,18.3,-0.83,Fast_Patrol,VLSFO,Ballast,9.753
71.0,4126.0,0.453,23.11,4.5,34.3,1.55,Interceptor,MGO,Ballast,6.501
661.0,5581.0,0.513,17.64,0.63,10.5,-0.27,Fast_Patrol,VLSFO,Ballast,13.396
1791.0,8114.0,0.665,17.65,4.58,30.3,-0.26,Offshore_Patrol,VLSFO,Ballast,45.45
44.0,3870.0,0.442,23.37,1.21,14.4,-1.05,Interceptor,MGO,Laden,5.129
739.0,7532.0,0.508,7.92,1.28,19.8,0.73,Fast_Patrol,MGO,Laden,2.407
41.0,1709.0,0.429,12.03,0.42,9.6,-0.32,Interceptor,MGO,Laden,0.817
850.0,6109.0,0.553,19.8,1.99,18.8,1.1,Fast_Patrol,MGO,Ballast,21.065
46.0,2738.0,0.508,9.86,0.7,6.6,0.75,Interceptor,MGO,Ballast,0.501
1855.0,8613.0,0.708,15.81,2.36,20.1,-0.96,Offshore_Patrol,VLSFO,Laden,38.751
2088.0,6992.0,0.632,13.85,1.53,21.9,-1.09,Offshore_Patrol,MGO,Ballast,23.689
68.0,3002.0,0.445,20.84,1.96,16.6,0.35,Interceptor,MGO,Laden,4.481
64.0,3278.0,0.394,18.06,2.61,19.2,1.54,Interceptor,MGO,Laden,2.005
579.0,7409.0,0.467,21.4,5.35,43.3,1.33,Fast_Patrol,MGO,Laden,23.126
700.0,3682.0,0.509,22.54,1.65,14.2,1.88,Fast_Patrol,MGO,Laden,23.981
455.0,8334.0,0.501,7.76,2.38,22.5,0.26,Fast_Patrol,MGO,Ballast,1.947
72.0,1964.0,0.441,14.11,2.14,19.1,1.15,Interceptor,MGO,Ballast,1.352
55.0,1954.0,0.409,11.55,1.94,19.5,1.43,Interceptor,MGO,Laden,0.648
1532.0,9969.0,0.679,14.71,0.5,12.4,2.48,Offshore_Patrol,MGO,Laden,12.164
553.0,6409.0,0.44,21.22,0.85,16.7,0.56,Fast_Patrol,MGO,Ballast,12.782
1573.0,10215.0,0.659,7.0,0.54,13.8,-0.38,Offshore_Patrol,VLSFO,Laden,4.974
496.0,5679.0,0.549,13.42,4.2,37.7,1.47,Fast_Patrol,MGO,Ballast,5.758
2187.0,10011.0,0.628,21.45,4.26,29.5,-1.5,Offshore_Patrol,MGO,Laden,111.405
46.0,3784.0,0.471,30.78,2.62,14.9,1.39,Interceptor,MGO,Laden,9.903
74.0,2665.0,0.431,34.51,3.2,23.7,1.7,Interceptor,MGO,Laden,18.513
2380.0,9269.0,0.571,6.62,0.55,22.9,1.31,Offshore_Patrol,VLSFO,Laden,4.779
2159.0,10810.0,0.656,24.74,2.38,19.1,-1.04,Offshore_Patrol,VLSFO,Laden,143.209
52.0,2108.0,0.435,15.67,1.0,1.9,0.36,Interceptor,MGO,Laden,1.509
324.0,7084.0,0.533,9.86,0.69,22.7,1.4,Fast_Patrol,MGO,Ballast,1.789
358.0,6173.0,0.501,17.06,3.2,25.5,0.73,Fast_Patrol,MGO,Laden,9.33
602.0,4623.0,0.49,18.17,2.37,15.3,0.14,Fast_Patrol,MGO,Laden,13.906
63.0,2338.0,0.38,25.94,0.6,3.1,0.35,Interceptor,MGO,Ballast,5.644
2544.0,10035.0,0.63,24.4,3.94,29.7,3.0,Offshore_Patrol,MGO,Laden,97.939
37.0,3234.0,0.422,30.97,1.54,18.3,-1.09,Interceptor,MGO,Ballast,9.029
604.0,3092.0,0.5,15.51,2.72,25.0,-1.43,Fast_Patrol,MGO,Laden,15.177
51.0,2506.0,0.418,5.81,1.11,16.5,-1.04,Interceptor,MGO,Laden,0.376
75.0,3145.0,0.38,32.24,2.0,9.9,2.65,Interceptor,MGO,Ballast,9.286
425.0,8191.0,0.528,24.34,2.84,16.5,0.96,Fast_Patrol,MGO,Ballast,24.415
49.0,2413.0,0.411,19.97,0.65,9.2,-0.57,Interceptor,MGO,Ballast,2.55
737.0,5733.0,0.502,8.58,4.68,39.1,2.77,Fast_Patrol,MGO,Laden,2.315
72.0,1953.0,0.437,21.7,2.65,19.1,-1.27,Interceptor,MGO,Laden,7.093
2168.0,7915.0,0.691,22.65,2.15,6.8,-0.62,Offshore_Patrol,MGO,Ballast,79.945
417.0,5264.0,0.473,14.36,0.17,10.6,-1.32,Fast_Patrol,MGO,Laden,7.297
2739.0,3690.0,0.65,6.53,1.66,1.4,0.18,Offshore_Patrol,VLSFO,Laden,6.095
30.0,3855.0,0.42,21.2,3.24,22.3,0.65,Interceptor,MGO,Laden,2.607
52.0,3239.0,0.38,12.29,0.22,10.6,0.27,Interceptor,MGO,Ballast,0.738
581.0,5358.0,0.479,11.14,4.23,34.5,1.52,Fast_Patrol,MGO,Laden,3.756
500.0,7757.0,0.5,6.12,0.41,0.0,-0.39,Fast_Patrol,MGO,Ballast,1.67
57.0,2800.0,0.409,28.47,1.98,21.7,-0.26,Interceptor,MGO,Ballast,8.732
86.0,2687.0,0.401,26.97,4.85,41.3,0.45,Interceptor,MGO,Laden,12.206
563.0,5412.0,0.463,12.8,2.22,21.9,2.29,Fast_Patrol,MGO,Ballast,3.301
42.0,3879.0,0.428,7.87,2.96,21.9,0.64,Interceptor,MGO,Ballast,0.338
658.0,6773.0,0.513,21.52,3.21,26.9,-0.26,Fast_Patrol,MGO,Ballast,26.814
70.0,3355.0,0.423,21.88,2.47,16.5,1.05,Interceptor,MGO,Ballast,4.461
76.0,3688.0,0.404,33.71,0.81,15.6,-0.17,Interceptor,MGO,Ballast,14.132
641.0,5598.0,0.468,17.03,1.37,21.2,0.39,Fast_Patrol,MGO,Laden,11.8
635.0,4494.0,0.462,14.63,0.82,8.2,-0.13,Fast_Patrol,MGO,Laden,8.631
49.0,2650.0,0.402,31.13,4.53,36.4,-1.39,Interceptor,MGO,Ballast,11.796
620.0,7082.0,0.628,15.92,1.4,18.8,-0.7,Fast_Patrol,MGO,Laden,15.214
2026.0,8404.0,0.662,5.52,3.41,24.7,1.92,Offshore_Patrol,MGO,Laden,3.391
397.0,7324.0,0.578,12.19,2.71,10.1,0.44,Fast_Patrol,MGO,Laden,4.417
686.0,5185.0,0.506,7.81,1.92,17.6,0.26,Fast_Patrol,MGO,Laden,2.614
2101.0,9070.0,0.597,17.35,0.79,0.0,0.12,Offshore_Patrol,VLSFO,Laden,34.732
423.0,5955.0,0.534,18.58,0.95,19.1,-0.27,Fast_Patrol,MGO,Ballast,12.096
2161.0,9085.0,0.63,8.31,1.06,14.7,0.13,Offshore_Patrol,MGO,Laden,6.708
1749.0,8677.0,0.543,23.81,0.57,7.5,-0.38,Offshore_Patrol,MGO,Ballast,59.495
54.0,3030.0,0.423,23.78,5.68,44.2,0.38,Interceptor,MGO,Ballast,6.611
537.0,6116.0,0.541,23.75,2.58,14.9,-1.19,Fast_Patrol,MGO,Laden,37.904
508.0,6534.0,0.497,23.15,1.91,22.5,0.9,Fast_Patrol,MGO,Laden,25.102
1690.0,8034.0,0.642,18.14,0.28,8.1,-0.02,Offshore_Patrol,MGO,Laden,35.785
592.0,8366.0,0.511,10.37,1.48,15.4,-1.47,Fast_Patrol,MGO,Laden,5.142
62.0,3241.0,0.459,10.96,1.57,12.6,-0.28,Interceptor,MGO,Laden,0.902
492.0,5611.0,0.49,14.99,1.81,14.6,-0.41,Fast_Patrol,MGO,Laden,7.211
38.0,2670.0,0.431,15.42,1.84,19.0,1.27,Interceptor,MGO,Laden,1.221
1640.0,7476.0,0.669,22.18,2.47,15.4,-0.14,Offshore_Patrol,MGO,Laden,75.089
531.0,5604.0,0.55,17.7,0.53,2.0,-0.88,Fast_Patrol,MGO,Ballast,12.225
744.0,5790.0,0.551,23.46,1.15,17.4,-2.33,Fast_Patrol,MGO,Ballast,44.722
1778.0,7141.0,0.676,24.88,2.35,21.8,-0.64,Offshore_Patrol,VLSFO,Ballast,118.534
395.0,4869.0,0.562,9.52,2.39,14.6,1.47,Fast_Patrol,MGO,Laden,1.988
550.0,3933.0,0.511,8.04,1.96,17.3,0.61,Fast_Patrol,MGO,Laden,2.37
2828.0,9783.0,0.606,23.77,3.02,23.4,-0.98,Offshore_Patrol,VLSFO,Ballast,136.301
2729.0,10959.0,0.547,7.1,1.36,9.6,-0.15,Offshore_Patrol,MGO,Ballast,5.912
1869.0,6748.0,0.598,24.65,1.66,16.1,0.16,Offshore_Patrol,MGO,Ballast,74.547
53.0,2943.0,0.477,9.51,3.04,23.1,1.94,Interceptor,MGO,Ballast,0.467
416.0,6161.0,0.587,26.43,0.58,13.0,0.07,Fast_Patrol,MGO,Laden,36.41
79.0,2650.0,0.465,29.66,4.59,34.7,-0.58,Interceptor,MGO,Laden,19.919
1832.0,8890.0,0.617,6.41,2.8,19.1,0.48,Offshore_Patrol,VLSFO,Laden,4.177
631.0,6633.0,0.497,8.35,1.07,8.6,0.82,Fast_Patrol,MGO,Laden,2.287
463.0,6003.0,0.582,27.75,3.13,25.9,0.97,Fast_Patrol,MGO,Laden,51.703
68.0,3239.0,0.48,28.36,0.65,0.0,0.95,Interceptor,MGO,Laden,8.478
58.0,2207.0,0.475,32.31,4.14,24.2,2.62,Interceptor,MGO,Ballast,13.157
555.0,5925.0,0.481,18.78,0.31,5.9,-1.4,Fast_Patrol,MGO,Ballast,14.349
62.0,3343.0,0.483,6.9,0.52,7.5,-0.1,Interceptor,MGO,Ballast,0.44
69.0,3186.0,0.38,33.94,0.88,15.2,0.04,Interceptor,MGO,Laden,14.101
1141.0,10420.0,0.636,20.57,0.94,3.6,-1.49,Offshore_Patrol,MGO,Laden,50.966
1602.0,8660.0,0.539,19.99,2.11,15.4,-1.29,Offshore_Patrol,MGO,Ballast,45.036
72.0,2878.0,0.446,33.99,2.97,22.8,-0.26,Interceptor,MGO,Ballast,21.298
52.0,3270.0,0.469,25.23,0.38,5.6,-0.39,Interceptor,MGO,Laden,6.127
1676.0,10289.0,0.616,9.26,4.32,27.2,-0.57,Offshore_Patrol,VLSFO,Laden,8.978
391.0,4922.0,0.448,16.48,2.38,16.1,-2.1,Fast_Patrol,MGO,Ballast,10.294
705.0,6303.0,0.581,9.35,5.61,39.9,-1.29,Fast_Patrol,MGO,Laden,6.371
83.0,2781.0,0.476,31.45,1.61,13.3,-0.64,Interceptor,MGO,Ballast,17.743
80.0,2598.0,0.389,18.15,4.63,30.9,-0.25,Interceptor,MGO,Ballast,3.565
70.0,3326.0,0.446,14.4,5.94,34.8,0.39,Interceptor,MGO,Ballast,1.929
559.0,6204.0,0.526,24.79,0.94,22.1,-0.28,Fast_Patrol,MGO,Laden,37.4
47.0,3352.0,0.423,9.63,0.85,10.8,-0.77,Interceptor,MGO,Laden,0.621
45.0,2696.0,0.494,5.95,1.32,20.8,0.46,Interceptor,MGO,Laden,0.306
567.0,6570.0,0.521,8.96,1.24,11.0,0.34,Fast_Patrol,MGO,Ballast,2.501
1824.0,10941.0,0.579,12.65,2.06,18.0,-1.08,Offshore_Patrol,MGO,Ballast,17.086
1772.0,9710.0,0.678,17.61,1.27,15.1,2.39,Offshore_Patrol,MGO,Laden,23.5
649.0,6388.0,0.486,14.23,3.12,23.1,-2.7,Fast_Patrol,MGO,Ballast,11.859
400.0,6473.0,0.466,6.1,2.55,20.9,0.83,Fast_Patrol,MGO,Ballast,1.283
476.0,7583.0,0.47,5.52,0.88,11.5,1.12,Fast_Patrol,MGO,Ballast,1.356
55.0,2644.0,0.38,6.26,1.6,13.5,1.28,Interceptor,MGO,Laden,0.392
570.0,6687.0,0.506,21.78,3.25,24.0,0.42,Fast_Patrol,MGO,Laden,24.964
339.0,6577.0,0.494,9.78,2.23,23.6,-1.61,Fast_Patrol,MGO,Laden,3.412
351.0,3909.0,0.422,18.82,2.68,16.2,2.38,Fast_Patrol,MGO,Ballast,6.492
2086.0,8108.0,0.527,14.95,0.85,18.8,-1.6,Offshore_Patrol,MGO,Ballast,25.006
2310.0,11367.0,0.661,19.08,1.75,18.4,-1.26,Offshore_Patrol,MGO,Ballast,62.529
61.0,2890.0,0.389,25.75,0.61,7.2,-0.62,Interceptor,MGO,Ballast,5.774
451.0,7264.0,0.568,21.64,1.92,21.1,-1.49,Fast_Patrol,MGO,Ballast,26.44
33.0,2669.0,0.38,15.1,1.53,18.4,-1.48,Interceptor,MGO,Ballast,1.171
413.0,5643.0,0.483,16.31,2.01,18.8,-1.04,Fast_Patrol,VLSFO,Ballast,9.338
67.0,3915.0,0.426,6.62,0.79,9.3,-2.31,Interceptor,MGO,Ballast,0.616
79.0,3190.0,0.511,8.37,2.39,11.2,0.16,Interceptor,MGO,Laden,0.684
1709.0,8519.0,0.614,7.62,3.32,21.5,-0.51,Offshore_Patrol,MGO,Laden,6.129
509.0,6095.0,0.55,20.1,0.18,6.5,-0.28,Fast_Patrol,MGO,Ballast,17.312
2575.0,8519.0,0.538,13.14,0.47,10.3,0.36,Offshore_Patrol,MGO,Laden,18.115
69.0,3009.0,0.418,24.96,0.93,11.0,-0.14,Interceptor,MGO,Laden,7.505
50.0,2440.0,0.424,33.16,1.3,15.0,-0.77,Interceptor,MGO,Laden,14.45
613.0,4473.0,0.472,10.55,1.07,10.3,0.56,Fast_Patrol,MGO,Laden,3.297
48.0,3443.0,0.442,17.24,0.58,11.8,-0.31,Interceptor,MGO,Ballast,1.848
64.0,2633.0,0.415,28.33,2.03,28.1,-0.96,Interceptor,MGO,Ballast,10.002
2138.0,9927.0,0.687,19.35,1.94,17.6,-0.16,Offshore_Patrol,MGO,Laden,56.697
58.0,2608.0,0.435,34.21,1.07,10.9,1.54,Interceptor,MGO,Ballast,12.644
67.0,3464.0,0.436,26.25,2.25,18.6,-0.67,Interceptor,MGO,Laden,9.654
640.0,8508.0,0.506,23.81,1.48,18.0,0.79,Fast_Patrol,MGO,Laden,30.544
767.0,3031.0,0.539,9.74,4.78,33.6,-1.17,Fast_Patrol,MGO,Ballast,6.065
547.0,7786.0,0.533,18.58,0.4,11.5,0.04,Fast_Patrol,VLSFO,Ballast,13.908
569.0,6510.0,0.489,24.22,0.82,14.6,0.34,Fast_Patrol,MGO,Ballast,26.65
2355.0,8457.0,0.674,5.16,1.37,22.2,-1.03,Offshore_Patrol,HFO,Laden,5.625
69.0,3232.0,0.386,26.69,3.42,27.9,-0.42,Interceptor,MGO,Ballast,10.511
547.0,3714.0,0.52,23.24,2.81,22.5,-1.13,Fast_Patrol,MGO,Ballast,34.191
588.0,8444.0,0.527,6.18,2.38,21.2,-1.02,Fast_Patrol,MGO,Ballast,2.351
1824.0,8597.0,0.67,18.01,0.51,8.2,-0.01,Offshore_Patrol,MGO,Laden,38.829
598.0,6617.0,0.494,13.45,0.98,11.9,1.93,Fast_Patrol,MGO,Ballast,4.222
661.0,3170.0,0.455,24.61,1.48,20.9,0.51,Fast_Patrol,MGO,Ballast,31.35
76.0,1498.0,0.416,23.48,3.11,21.5,0.05,Interceptor,MGO,Ballast,6.21
43.0,2905.0,0.45,34.33,1.57,8.0,1.71,Interceptor,MGO,Ballast,10.069
63.0,3075.0,0.457,13.99,2.53,21.0,-1.56,Interceptor,MGO,Laden,2.335
660.0,5493.0,0.475,24.57,2.29,19.8,1.63,Fast_Patrol,MGO,Ballast,31.391
55.0,2796.0,0.472,28.49,2.54,25.4,-0.43,Interceptor,MGO,Ballast,10.42
612.0,6641.0,0.485,19.64,0.91,9.9,0.36,Fast_Patrol,MGO,Laden,17.083
59.0,3096.0,0.433,17.45,2.86,20.0,0.84,Interceptor,MGO,Ballast,1.996
2219.0,8327.0,0.624,15.82,2.43,16.7,0.6,Offshore_Patrol,VLSFO,Laden,32.413
2181.0,8675.0,0.593,23.5,4.54,29.3,-0.41,Offshore_Patrol,MGO,Laden,109.601
73.0,1914.0,0.434,9.66,1.22,8.2,1.03,Interceptor,MGO,Laden,0.645
75.0,1301.0,0.45,27.18,1.92,10.6,-0.46,Interceptor,MGO,Ballast,9.83
81.0,2415.0,0.396,29.88,0.57,0.0,-0.47,Interceptor,MGO,Ballast,10.709
2587.0,9355.0,0.623,24.24,0.39,11.5,-0.03,Offshore_Patrol,MGO,Laden,93.069
66.0,3169.0,0.395,30.91,5.0,36.1,0.64,Interceptor,MGO,Laden,14.465
731.0,8056.0,0.501,7.5,2.21,28.9,-1.17,Fast_Patrol,MGO,Laden,3.446
553.0,5509.0,0.564,14.3,0.35,0.0,-1.03,Fast_Patrol,MGO,Ballast,8.279
2261.0,5449.0,0.642,18.78,2.4,29.2,-2.04,Offshore_Patrol,MGO,Ballast,71.078
477.0,2824.0,0.536,27.11,1.21,11.5,-0.3,Fast_Patrol,MGO,Ballast,38.451
496.0,7751.0,0.467,7.45,2.51,12.2,1.3,Fast_Patrol,MGO,Ballast,1.85
2341.0,8824.0,0.598,15.78,2.95,12.7,3.0,Offshore_Patrol,VLSFO,Ballast,17.691
58.0,1065.0,0.415,32.66,2.07,14.8,0.33,Interceptor,MGO,Laden,14.665
1788.0,5823.0,0.586,15.61,1.34,17.6,2.01,Offshore_Patrol,MGO,Ballast,14.608
56.0,2494.0,0.38,27.35,1.71,16.6,0.08,Interceptor,MGO,Ballast,7.268
537.0,6598.0,0.573,23.43,2.59,18.7,0.16,Fast_Patrol,MGO,Ballast,31.557
2478.0,8268.0,0.64,13.89,2.85,27.8,-0.11,Offshore_Patrol,MGO,Laden,29.328
420.0,3321.0,0.497,14.61,0.88,10.9,-0.02,Fast_Patrol,MGO,Ballast,5.321
476.0,6411.0,0.527,22.13,0.47,0.0,-0.01,Fast_Patrol,MGO,Laden,17.708
34.0,1846.0,0.436,20.83,0.61,15.2,-0.36,Interceptor,MGO,Ballast,2.575
413.0,6538.0,0.462,6.25,1.4,8.2,2.16,Fast_Patrol,MGO,Ballast,1.224
591.0,5610.0,0.482,5.24,2.78,16.4,0.7,Fast_Patrol,MGO,Laden,1.676
592.0,5007.0,0.542,11.91,1.46,12.7,-0.82,Fast_Patrol,MGO,Laden,6.356
338.0,5268.0,0.465,25.01,0.55,10.0,0.8,Fast_Patrol,MGO,Ballast,20.133
80.0,2854.0,0.462,33.16,2.03,14.0,1.23,Interceptor,MGO,Ballast,16.502
55.0,4175.0,0.392,11.29,1.59,5.7,-1.44,Interceptor,MGO,Ballast,0.919
68.0,2870.0,0.437,7.32,2.91,19.4,1.28,Interceptor,MGO,Ballast,0.433
472.0,5610.0,0.502,20.64,0.74,14.4,1.12,Fast_Patrol,MGO,Ballast,12.674
70.0,2935.0,0.395,17.95,2.16,18.0,0.49,Interceptor,MGO,Ballast,2.467
1490.0,9609.0,0.628,20.57,1.99,22.5,1.94,Offshore_Patrol,VLSFO,Ballast,33.986
769.0,6426.0,0.519,19.07,2.47,22.4,1.25,Fast_Patrol,MGO,Laden,19.43
41.0,3504.0,0.38,22.47,3.21,21.5,-0.45,Interceptor,MGO,Ballast,3.673
626.0,6946.0,0.459,27.95,0.24,2.9,0.22,Fast_Patrol,MGO,Ballast,36.95
1771.0,8411.0,0.657,11.69,1.0,11.9,1.75,Offshore_Patrol,MGO,Laden,8.448
46.0,3013.0,0.502,25.4,1.5,15.0,-0.51,Interceptor,MGO,Laden,7.571
83.0,2871.0,0.38,29.46,0.99,11.5,-0.42,Interceptor,MGO,Ballast,11.755
64.0,3556.0,0.38,5.8,1.87,17.2,0.4,Interceptor,MGO,Laden,0.356
51.0,3283.0,0.429,29.06,1.51,13.4,-0.2,Interceptor,MGO,Ballast,8.638
2113.0,10265.0,0.681,9.84,0.56,7.7,3.0,Offshore_Patrol,VLSFO,Ballast,5.414
1539.0,9626.0,0.654,13.83,2.54,16.2,1.71,Offshore_Patrol,MGO,Ballast,12.264
58.0,3173.0,0.431,23.0,0.7,3.9,2.7,Interceptor,MGO,Laden,3.716
605.0,3423.0,0.429,12.99,1.89,20.1,1.54,Fast_Patrol,MGO,Laden,3.931
76.0,2917.0,0.447,33.59,0.62,3.8,0.33,Interceptor,MGO,Laden,16.666
470.0,6307.0,0.536,24.56,1.89,6.9,-2.32,Fast_Patrol,MGO,Ballast,36.186
1631.0,5119.0,0.574,11.65,1.5,12.2,0.49,Offshore_Patrol,VLSFO,Laden,10.147
584.0,6586.0,0.615,7.52,1.66,16.4,-1.28,Fast_Patrol,MGO,Laden,3.209
74.0,2792.0,0.5,15.44,1.97,16.0,-1.82,Interceptor,MGO,Ballast,2.946
548.0,6203.0,0.518,8.93,3.0,17.0,1.47,Fast_Patrol,MGO,Laden,2.287
1631.0,11156.0,0.619,21.28,1.16,17.5,-1.27,Offshore_Patrol,VLSFO,Ballast,58.273
38.0,3550.0,0.389,23.51,0.52,9.3,-0.81,Interceptor,MGO,Ballast,3.807
85.0,2798.0,0.397,28.0,1.4,19.2,-0.53,Interceptor,MGO,Laden,12.164
74.0,3739.0,0.484,20.49,3.06,23.1,0.22,Interceptor,MGO,Laden,5.396
454.0,5514.0,0.526,16.0,0.12,8.2,-0.03,Fast_Patrol,MGO,Ballast,7.818
491.0,7704.0,0.465,27.07,0.51,2.4,0.94,Fast_Patrol,MGO,Ballast,25.279
2151.0,9449.0,0.635,10.5,1.46,0.0,0.74,Offshore_Patrol,MGO,Laden,8.752
1936.0,7975.0,0.652,13.04,3.26,24.7,-1.84,Offshore_Patrol,MGO,Ballast,23.98
2385.0,8154.0,0.654,10.4,1.05,4.6,1.88,Offshore_Patrol,VLSFO,Ballast,7.927
2752.0,5248.0,0.618,15.77,1.41,17.8,-1.34,Offshore_Patrol,MGO,Laden,46.452
58.0,2372.0,0.458,9.68,0.95,15.3,-1.18,Interceptor,MGO,Ballast,0.746
493.0,7613.0,0.559,21.18,1.18,13.6,2.15,Fast_Patrol,MGO,Ballast,15.639
42.0,3860.0,0.452,6.49,2.63,16.6,-0.06,Interceptor,MGO,Ballast,0.333
76.0,3283.0,0.396,8.34,2.92,22.5,1.38,Interceptor,MGO,Laden,0.512
2108.0,9392.0,0.6,11.12,2.75,24.3,0.88,Offshore_Patrol,MGO,Laden,10.39
371.0,5561.0,0.485,7.59,2.47,21.8,0.56,Fast_Patrol,MGO,Ballast,1.518
1795.0,10172.0,0.66,17.53,0.65,4.3,-0.83,Offshore_Patrol,MGO,Ballast,33.655
391.0,5900.0,0.547,26.96,4.6,23.1,-0.23,Fast_Patrol,MGO,Ballast,38.189
526.0,6926.0,0.524,22.61,4.33,32.8,2.02,Fast_Patrol,MGO,Ballast,22.198
448.0,7539.0,0.525,21.94,1.5,13.9,-0.82,Fast_Patrol,MGO,Ballast,21.701
67.0,2419.0,0.465,19.85,3.18,26.9,0.09,Interceptor,MGO,Ballast,3.886
38.0,3305.0,0.452,24.19,0.2,6.1,0.63,Interceptor,MGO,Laden,3.895
514.0,5021.0,0.524,17.68,3.39,24.6,-0.47,Fast_Patrol,MGO,Ballast,14.07
57.0,2610.0,0.428,22.12,1.85,15.2,-0.83,Interceptor,MGO,Laden,4.845
2147.0,7776.0,0.635,21.13,0.72,7.7,-0.21,Offshore_Patrol,MGO,Ballast,61.394
107.0,3020.0,0.397,26.39,3.5,38.0,-0.24,Interceptor,MGO,Ballast,12.261
60.0,2708.0,0.424,6.17,0.26,5.4,-1.8,Interceptor,MGO,Laden,0.436
1642.0,7371.0,0.631,19.99,2.76,19.9,0.33,Offshore_Patrol,MGO,Ballast,45.877
49.0,2920.0,0.486,9.09,3.47,29.4,1.6,Interceptor,MGO,Ballast,0.425
1975.0,9253.0,0.592,11.03,3.86,30.4,-3.0,Offshore_Patrol,MGO,Laden,21.08
357.0,4745.0,0.522,14.05,0.19,6.6,0.22,Fast_Patrol,MGO,Laden,4.897
